User_ID,Movie_ID,Movie,Genre,Release_Year,User_Rating,Search_History_Count,Watchlist_Status,User_Engagement_Minutes,Sentiment_Score
USR_3273,MOV_5061,O Kadhal Kanmani,Romance,2015,4,10,1,129,0.55
USR_3730,MOV_5111,Soorarai Pottru,Drama,2020,3.5,6,0,66,0.64
USR_3261,MOV_5119,Mehandi Circus,Romance,2019,3.5,7,1,91,0.26
USR_4093,MOV_5073,Thug Life,Action,2025,5,17,1,153,0.81
USR_3421,MOV_5054,Kottukaali,Drama,2024,5,23,1,194,0.75
USR_3572,MOV_5168,Karnan,Drama,2021,5,17,1,144,0.87
USR_3206,MOV_5034,Indru Netru Naalai,Sci-Fi,2015,5,21,1,199,0.73
USR_3493,MOV_5164,Kaaka Muttai,Drama,2015,2.5,4,1,26,0
USR_4165,MOV_5221,Hey Sinamika,Romance,2022,4,5,1,127,0.22
USR_3827,MOV_5110,Maanaadu,Sci-Fi,2021,2.5,1,0,44,-0.18
USR_3712,MOV_5104,Soorarai Pottru,Drama,2020,5,21,1,195,0.86
USR_4131,MOV_5111,Soorarai Pottru,Drama,2020,4,9,1,67,0.23
USR_3934,MOV_5013,Maanaadu,Sci-Fi,2021,5,18,1,141,0.78
USR_3907,MOV_5226,Coolie,Action,2025,3.5,11,0,99,0.22
USR_3514,MOV_5169,24,Sci-Fi,2016,2.5,3,1,17,-0.35
USR_3459,MOV_5149,Coolie,Action,2025,2,2,0,41,-0.13
USR_3043,MOV_5059,Vikram,Action,2022,5,14,0,191,0.92
USR_4179,MOV_5001,Fun Unlimited,Comedy,2026,5,18,1,149,0.97
USR_4025,MOV_5231,The investigative report,Thriller,2026,4.5,24,1,131,0.93
USR_3025,MOV_5076,Viduthalai Part 1,Thriller,2023,5,21,1,191,1
USR_3568,MOV_5048,Amaran,Action,2024,4,5,1,69,0.65
USR_3465,MOV_5270,Siren,Romance,2024,2.5,2,0,49,-0.2
USR_3663,MOV_5140,Love Insurance Kompany,Romance,2025,2.5,2,0,29,-0.42
USR_3745,MOV_5131,2,Sci-Fi,2018,2,2,0,9,-0.44
USR_3478,MOV_5054,Kottukaali,Drama,2024,4,6,0,110,0.64
USR_3205,MOV_5037,96,Romance,2018,4,10,1,83,0.53
USR_3913,MOV_5253,Love Today,Comedy,2022,4.5,12,1,140,0.95
USR_3030,MOV_5026,Classic Love Story,Romance,2026,3,0,0,16,0.07
USR_3743,MOV_5277,Brother,Comedy,2024,2.5,3,1,47,0.08
USR_3086,MOV_5109,Garudan,Drama,2024,4,11,0,71,0.39
USR_3496,MOV_5056,Fun Unlimited,Comedy,2026,4.5,21,1,156,0.76
USR_4019,MOV_5219,Kadhalum Kadandhu Pogum,Romance,2016,2,0,0,8,0.06
USR_3163,MOV_5024,Jailer,Action,2023,3.5,9,1,107,0.21
USR_3271,MOV_5046,Soorarai Pottru,Drama,2020,5,21,1,167,0.9
USR_3322,MOV_5012,Vedalam,Action,2015,4.5,14,1,150,0.9
USR_3896,MOV_5273,Dhuruvangal Pathinaaru,Thriller,2016,5,22,1,138,0.78
USR_4010,MOV_5180,Master,Action,2021,4,7,1,114,0.65
USR_3772,MOV_5139,Dhuruvangal Pathinaaru,Thriller,2016,5,14,1,198,0.76
USR_3024,MOV_5136,Project AI,Sci-Fi,2025,5,22,0,164,0.78
USR_3109,MOV_5097,Sita Ramam (Tamil),Romance,2022,4,5,1,89,0.52
USR_3264,MOV_5036,Tik Tik Tik,Sci-Fi,2018,1.5,0,0,43,-0.39
USR_4042,MOV_5261,Love Today,Comedy,2022,5,17,1,196,0.94
USR_3527,MOV_5139,Dhuruvangal Pathinaaru,Thriller,2016,2,3,0,6,-0.16
USR_3425,MOV_5249,Kaithi,Action,2019,1.5,1,0,59,0.15
USR_4189,MOV_5210,O Kadhal Kanmani,Romance,2015,5,13,1,131,0.91
USR_3125,MOV_5138,Kaaka Muttai,Drama,2015,2.5,1,0,41,-0.43
USR_3614,MOV_5242,Imaikkaa Nodigal,Thriller,2018,2,2,0,58,-0.2
USR_3043,MOV_5231,The investigative report,Thriller,2026,4.5,19,0,145,0.96
USR_3998,MOV_5014,Viduthalai Part 2,Thriller,2025,4,10,0,100,0.29
USR_3650,MOV_5013,Maanaadu,Sci-Fi,2021,5,19,1,175,0.72
USR_3097,MOV_5151,Kaithi,Action,2019,4,8,0,84,0.63
USR_3537,MOV_5154,Siren,Romance,2024,4,8,1,112,0.45
USR_4093,MOV_5182,Thug Life,Action,2025,2,3,0,27,-0.41
USR_4114,MOV_5137,Star,Romance,2024,4.5,24,1,185,0.91
USR_3110,MOV_5215,The investigative report,Thriller,2026,2,1,0,26,-0.26
USR_3587,MOV_5124,2,Sci-Fi,2018,1.5,1,0,10,-0.11
USR_3730,MOV_5278,Raayan,Action,2024,5,24,1,187,0.88
USR_3064,MOV_5086,Project AI,Sci-Fi,2025,4,8,0,97,0.34
USR_3794,MOV_5226,Coolie,Action,2025,4,8,1,82,0.56
USR_3833,MOV_5074,Conjuring Kannappan,Comedy,2023,4,7,0,90,0.51
USR_3379,MOV_5241,Ayalaan,Sci-Fi,2024,5,15,1,190,0.85
USR_3264,MOV_5085,Good Night,Comedy,2023,2,3,0,35,-0.31
USR_3020,MOV_5210,O Kadhal Kanmani,Romance,2015,1.5,2,0,40,-0.42
USR_3422,MOV_5046,Soorarai Pottru,Drama,2020,4,7,1,76,0.51
USR_3296,MOV_5076,Viduthalai Part 1,Thriller,2023,5,17,1,187,0.97
USR_3712,MOV_5141,Vetri Maaran Next,Action,2026,2.5,4,1,31,-0.47
USR_3032,MOV_5016,Oh My Kadavule,Romance,2020,4.5,17,1,189,0.83
USR_3969,MOV_5101,Maanaadu,Sci-Fi,2021,2,1,1,47,0.02
USR_3706,MOV_5135,Thug Life,Action,2025,2.5,1,0,6,-0.16
USR_3493,MOV_5242,Imaikkaa Nodigal,Thriller,2018,1,0,0,42,0.15
USR_3905,MOV_5159,Vikram,Action,2022,3.5,7,1,77,0.39
USR_3873,MOV_5060,Maharaja,Action,2024,5,14,1,148,0.7
USR_4141,MOV_5286,Vettaiyan,Thriller,2024,3,2,0,14,0.18
USR_4037,MOV_5196,Naanum Rowdy Dhaan,Comedy,2015,4.5,15,1,182,0.84
USR_3580,MOV_5070,Jai Bhim,Drama,2021,3.5,6,0,122,0.34
USR_3855,MOV_5115,Mari Selvaraj Next,Drama,2026,4,6,1,117,0.44
USR_3082,MOV_5054,Kottukaali,Drama,2024,5,22,1,135,0.9
USR_3616,MOV_5275,Love Today,Comedy,2022,4.5,23,1,186,0.74
USR_4150,MOV_5142,Kaaka Muttai,Drama,2015,1,1,0,62,-0.05
USR_3233,MOV_5147,Ayalaan,Sci-Fi,2024,4,5,0,92,0.67
USR_3845,MOV_5139,Dhuruvangal Pathinaaru,Thriller,2016,4,7,1,84,0.31
USR_3791,MOV_5228,Thani Oruvan,Action,2015,3.5,9,0,67,0.53
USR_3138,MOV_5239,Time Loop 2,Sci-Fi,2026,4,11,0,88,0.24
USR_3563,MOV_5251,Love Today,Comedy,2022,5,19,1,183,0.97
USR_3889,MOV_5093,Theri,Action,2016,5,14,1,156,0.89
USR_4155,MOV_5187,Ponniyin Selvan: Part 1,Drama,2022,5,19,1,148,0.72
USR_3875,MOV_5203,Lubber Pandhu,Drama,2024,2,2,0,8,-0.13
USR_3096,MOV_5130,Oh My Kadavule,Romance,2020,3,0,0,55,-0.29
USR_4008,MOV_5289,Vada Chennai,Action,2018,3.5,5,1,122,0.43
USR_3903,MOV_5168,Karnan,Drama,2021,4,11,1,122,0.57
USR_3298,MOV_5053,Good Bad Ugly,Action,2025,5,18,1,147,0.86
USR_3571,MOV_5029,Mari Selvaraj Next,Drama,2026,4.5,17,1,189,0.83
USR_3637,MOV_5097,Sita Ramam (Tamil),Romance,2022,3,4,0,24,-0.47
USR_4164,MOV_5110,Maanaadu,Sci-Fi,2021,2,4,0,37,0.11
USR_3337,MOV_5059,Vikram,Action,2022,5,18,0,166,0.83
USR_3143,MOV_5215,The investigative report,Thriller,2026,3.5,5,0,125,0.43
USR_3869,MOV_5051,Tik Tik Tik,Sci-Fi,2018,4,7,0,104,0.43
USR_3834,MOV_5034,Indru Netru Naalai,Sci-Fi,2015,5,15,1,198,0.84
USR_3913,MOV_5219,Kadhalum Kadandhu Pogum,Romance,2016,5,20,1,170,0.92
USR_3646,MOV_5145,Time Loop 2,Sci-Fi,2026,2,3,0,14,-0.45
USR_3628,MOV_5211,Indru Netru Naalai,Sci-Fi,2015,2.5,1,1,11,-0.17
USR_3330,MOV_5274,Asuran,Action,2019,2.5,0,1,11,0.19
USR_3687,MOV_5244,Raayan,Action,2024,3.5,11,1,93,0.66
USR_3445,MOV_5206,Indru Netru Naalai,Sci-Fi,2015,4.5,13,1,140,0.8
USR_3286,MOV_5278,Raayan,Action,2024,5,14,1,192,0.89
USR_4014,MOV_5275,Love Today,Comedy,2022,4,9,1,83,0.57
USR_3151,MOV_5065,Ponniyin Selvan: Part 1,Drama,2022,4.5,24,1,173,0.74
USR_3090,MOV_5247,The investigative report,Thriller,2026,2.5,4,0,48,0.08
USR_3062,MOV_5184,Mookuthi Amman,Comedy,2020,2,2,0,47,-0.27
USR_3340,MOV_5265,Vedalam,Action,2015,2.5,4,0,44,0.01
USR_3637,MOV_5075,Doctor,Comedy,2021,2.5,0,0,49,-0.35
USR_3131,MOV_5217,Game Over,Thriller,2019,5,18,1,196,0.9
USR_4042,MOV_5218,O Kadhal Kanmani,Romance,2015,4,5,1,66,0.32
USR_3857,MOV_5270,Siren,Romance,2024,2.5,4,0,6,0.01
USR_4006,MOV_5269,Tik Tik Tik,Sci-Fi,2018,2,4,0,14,-0.4
USR_3479,MOV_5118,Tik Tik Tik,Sci-Fi,2018,4,11,1,90,0.47
USR_3122,MOV_5165,Amaran,Action,2024,3,0,0,9,-0.27
USR_3632,MOV_5266,Hit List,Thriller,2024,4,11,1,88,0.61
USR_3002,MOV_5060,Maharaja,Action,2024,3.5,10,0,72,0.38
USR_3219,MOV_5057,Garudan,Drama,2024,5,15,1,154,0.92
USR_3055,MOV_5168,Karnan,Drama,2021,4,7,0,124,0.54
USR_3885,MOV_5160,Garudan,Drama,2024,4.5,12,1,164,0.87
USR_3783,MOV_5231,The investigative report,Thriller,2026,5,16,1,168,1
USR_3901,MOV_5002,Hey Sinamika,Romance,2022,2.5,0,0,21,0.16
USR_3805,MOV_5252,2,Sci-Fi,2018,4,6,0,108,0.54
USR_3561,MOV_5242,Imaikkaa Nodigal,Thriller,2018,5,23,1,139,0.82
USR_3769,MOV_5046,Soorarai Pottru,Drama,2020,4.5,12,1,149,0.95
USR_4151,MOV_5257,Joe,Romance,2023,3,1,0,38,-0.35
USR_3995,MOV_5256,Garudan,Drama,2024,5,22,1,143,0.93
USR_4040,MOV_5150,Maya,Thriller,2015,2,0,0,64,-0.16
USR_3413,MOV_5149,Coolie,Action,2025,5,16,1,192,0.87
USR_4052,MOV_5187,Ponniyin Selvan: Part 1,Drama,2022,5,14,1,178,0.96
USR_3235,MOV_5213,Ayalaan,Sci-Fi,2024,4,10,1,108,0.58
USR_3996,MOV_5225,Theri,Action,2016,4.5,20,1,163,0.79
USR_3284,MOV_5117,Amaran,Action,2024,4,7,1,115,0.42
USR_3623,MOV_5082,Vikram Vedha,Thriller,2017,3,3,0,28,-0.24
USR_3377,MOV_5197,Vikram Vedha,Thriller,2017,4.5,14,1,139,0.8
USR_4088,MOV_5271,Mari Selvaraj Next,Drama,2026,4,5,1,75,0.58
USR_3624,MOV_5265,Vedalam,Action,2015,4,7,1,75,0.42
USR_3485,MOV_5259,Joe,Romance,2023,2,0,1,9,-0.31
USR_4189,MOV_5133,Viduthalai Part 1,Thriller,2023,3.5,7,1,128,0.48
USR_4112,MOV_5007,Viduthalai Part 1,Thriller,2023,4.5,17,0,184,0.76
USR_3718,MOV_5249,Kaithi,Action,2019,3.5,9,0,93,0.3
USR_3313,MOV_5258,Hey Sinamika,Romance,2022,2,3,0,37,0.17
USR_4108,MOV_5070,Jai Bhim,Drama,2021,3.5,6,1,111,0.41
USR_3534,MOV_5051,Tik Tik Tik,Sci-Fi,2018,4,8,1,123,0.61
USR_4154,MOV_5197,Vikram Vedha,Thriller,2017,5,13,1,193,0.88
USR_3023,MOV_5209,LKG,Comedy,2019,5,21,1,140,0.9
USR_3026,MOV_5233,24,Sci-Fi,2016,1.5,1,0,51,-0.21
USR_3185,MOV_5190,Amaran,Action,2024,4,6,0,118,0.41
USR_3377,MOV_5116,Ayalaan,Sci-Fi,2024,5,21,1,161,0.9
USR_3131,MOV_5022,Classic Love Story,Romance,2026,5,22,1,159,0.79
USR_3461,MOV_5123,Thiruchitrambalam,Romance,2022,3.5,7,1,107,0.66
USR_3604,MOV_5205,Conjuring Kannappan,Comedy,2023,5,12,1,131,0.93
USR_3803,MOV_5184,Mookuthi Amman,Comedy,2020,3.5,5,1,94,0.64
USR_3349,MOV_5159,Vikram,Action,2022,4,9,1,98,0.52
USR_4139,MOV_5235,Project AI,Sci-Fi,2025,5,24,1,149,0.85
USR_3985,MOV_5101,Maanaadu,Sci-Fi,2021,5,17,0,169,0.96
USR_3485,MOV_5057,Garudan,Drama,2024,4.5,13,1,159,0.8
USR_3210,MOV_5012,Vedalam,Action,2015,4,10,0,108,0.23
USR_3683,MOV_5062,Hit List,Thriller,2024,4,9,0,96,0.67
USR_4118,MOV_5111,Soorarai Pottru,Drama,2020,2.5,3,0,57,0.12
USR_3055,MOV_5141,Vetri Maaran Next,Action,2026,4,9,0,87,0.5
USR_3398,MOV_5278,Raayan,Action,2024,5,20,1,139,0.94
USR_3620,MOV_5282,Viduthalai Part 2,Thriller,2025,5,21,1,189,0.87
USR_3134,MOV_5282,Viduthalai Part 2,Thriller,2025,3.5,6,0,85,0.26
USR_3054,MOV_5083,Project AI,Sci-Fi,2025,3,2,0,27,0.11
USR_3789,MOV_5151,Kaithi,Action,2019,3,0,0,44,-0.19
USR_3180,MOV_5198,Tik Tik Tik,Sci-Fi,2018,3,0,0,59,0.04
USR_3090,MOV_5186,Kottukaali,Drama,2024,4,7,1,84,0.34
USR_4180,MOV_5142,Kaaka Muttai,Drama,2015,5,24,1,195,0.78
USR_3059,MOV_5021,Asuran,Action,2019,4,6,1,82,0.51
USR_3902,MOV_5011,Fun Unlimited,Comedy,2026,3,4,0,5,-0.35
USR_3367,MOV_5081,Fun Unlimited,Comedy,2026,2.5,1,0,35,-0.43
USR_3266,MOV_5132,Indru Netru Naalai,Sci-Fi,2015,3.5,6,0,112,0.57
USR_3197,MOV_5045,Vettaiyan,Thriller,2024,5,13,1,197,0.93
USR_3835,MOV_5267,Time Loop 2,Sci-Fi,2026,5,20,0,175,0.79
USR_4001,MOV_5227,The GOAT,Action,2024,3.5,9,0,114,0.53
USR_3715,MOV_5130,Oh My Kadavule,Romance,2020,3.5,7,1,106,0.37
USR_3699,MOV_5099,Ayalaan,Sci-Fi,2024,3.5,11,1,125,0.65
USR_3409,MOV_5255,Oh My Kadavule,Romance,2020,5,15,1,184,0.95
USR_4061,MOV_5105,Dhuruvangal Pathinaaru,Thriller,2016,2,2,1,39,-0.32
USR_3950,MOV_5005,Maya,Thriller,2015,4,7,0,127,0.59
USR_3132,MOV_5216,Classic Love Story,Romance,2026,5,14,1,151,0.75
USR_3844,MOV_5191,Imaikkaa Nodigal,Thriller,2018,1.5,2,0,19,-0.03
USR_3339,MOV_5185,Love Today,Comedy,2022,5,18,1,186,0.73
USR_3011,MOV_5060,Maharaja,Action,2024,5,21,1,197,1
USR_3797,MOV_5101,Maanaadu,Sci-Fi,2021,3.5,11,1,99,0.3
USR_4080,MOV_5264,Imaikkaa Nodigal,Thriller,2018,4.5,17,0,175,0.75
USR_4115,MOV_5197,Vikram Vedha,Thriller,2017,2,1,0,19,0.1
USR_4121,MOV_5052,Chitha,Thriller,2023,5,18,0,158,0.99
USR_3176,MOV_5179,SivaKartikeyan Next,Comedy,2025,4,10,1,98,0.26
USR_3862,MOV_5240,SivaKartikeyan Next,Comedy,2025,4,11,1,102,0.66
USR_3235,MOV_5030,Indru Netru Naalai,Sci-Fi,2015,3,0,0,37,-0.09
USR_3942,MOV_5214,Peranbu,Drama,2018,4.5,18,1,175,0.99
USR_3264,MOV_5260,Tik Tik Tik,Sci-Fi,2018,4.5,18,1,189,0.72
USR_3707,MOV_5230,Vada Chennai,Action,2018,4,6,0,110,0.28
USR_3481,MOV_5288,Time Loop 2,Sci-Fi,2026,2,4,0,41,0.15
USR_3344,MOV_5254,Indru Netru Naalai,Sci-Fi,2015,3,2,0,52,-0.47
USR_3082,MOV_5284,Ratsasan,Thriller,2018,3.5,8,0,97,0.45
USR_3598,MOV_5174,Time Loop 2,Sci-Fi,2026,2,2,0,62,-0.06
USR_4123,MOV_5242,Imaikkaa Nodigal,Thriller,2018,5,19,1,183,0.81
USR_4014,MOV_5006,Rajinimurugan,Comedy,2016,2.5,0,0,52,0.16
USR_3904,MOV_5123,Thiruchitrambalam,Romance,2022,5,14,1,137,0.72
USR_3969,MOV_5217,Game Over,Thriller,2019,5,17,1,139,0.79
USR_3480,MOV_5224,Indru Netru Naalai,Sci-Fi,2015,4,10,0,66,0.49
USR_3947,MOV_5083,Project AI,Sci-Fi,2025,5,13,1,179,0.81
USR_3892,MOV_5242,Imaikkaa Nodigal,Thriller,2018,4,11,1,80,0.29
USR_3752,MOV_5098,Game Over,Thriller,2019,4.5,23,0,188,0.85
USR_3275,MOV_5092,Jai Bhim,Drama,2021,4,11,0,128,0.61
USR_3117,MOV_5238,Maanaadu,Sci-Fi,2021,3,0,0,8,-0.06
USR_3372,MOV_5129,Naanum Rowdy Dhaan,Comedy,2015,4.5,15,1,199,0.92
USR_3231,MOV_5243,Star,Romance,2024,3.5,6,1,80,0.26
USR_3948,MOV_5093,Theri,Action,2016,5,17,1,144,0.87
USR_3606,MOV_5117,Amaran,Action,2024,3.5,5,1,71,0.68
USR_3494,MOV_5087,Thug Life,Action,2025,2.5,1,1,60,-0.34
USR_3720,MOV_5221,Hey Sinamika,Romance,2022,5,23,1,176,0.98
USR_3711,MOV_5009,96,Romance,2018,2.5,4,0,37,0.17
USR_3326,MOV_5036,Tik Tik Tik,Sci-Fi,2018,4,8,1,88,0.36
USR_4039,MOV_5066,Thani Oruvan,Action,2015,4,7,1,126,0.32
USR_3263,MOV_5270,Siren,Romance,2024,2.5,3,0,13,-0.12
USR_3915,MOV_5066,Thani Oruvan,Action,2015,2.5,3,0,50,-0.36
USR_3047,MOV_5147,Ayalaan,Sci-Fi,2024,3.5,8,1,87,0.25
USR_3347,MOV_5038,O Kadhal Kanmani,Romance,2015,4.5,19,1,136,0.81
USR_4193,MOV_5086,Project AI,Sci-Fi,2025,1.5,0,0,28,0.06
USR_3074,MOV_5079,Chitha,Thriller,2023,5,18,0,182,0.85
USR_4124,MOV_5053,Good Bad Ugly,Action,2025,4,8,0,79,0.63
USR_3014,MOV_5210,O Kadhal Kanmani,Romance,2015,5,19,1,164,0.98
USR_4070,MOV_5232,Dhuruvangal Pathinaaru,Thriller,2016,5,14,1,161,0.91
USR_4120,MOV_5048,Amaran,Action,2024,2.5,3,1,12,0.13
USR_3712,MOV_5158,Classic Love Story,Romance,2026,1.5,0,0,9,-0.43
USR_3732,MOV_5044,Joe,Romance,2023,5,23,1,154,0.89
USR_3257,MOV_5265,Vedalam,Action,2015,2.5,4,1,41,-0.14
USR_4031,MOV_5111,Soorarai Pottru,Drama,2020,5,20,1,175,0.91
USR_3382,MOV_5096,Dhruva Natchathiram,Thriller,2025,5,13,1,140,1
USR_4147,MOV_5193,Kaaka Muttai,Drama,2015,2.5,4,0,49,-0.4
USR_3329,MOV_5254,Indru Netru Naalai,Sci-Fi,2015,2.5,2,0,36,-0.34
USR_4048,MOV_5224,Indru Netru Naalai,Sci-Fi,2015,3.5,9,0,111,0.22
USR_4034,MOV_5268,Dada,Comedy,2023,2.5,0,0,18,0.01
USR_3954,MOV_5081,Fun Unlimited,Comedy,2026,3.5,6,1,126,0.51
USR_3057,MOV_5258,Hey Sinamika,Romance,2022,5,13,0,187,0.95
USR_3675,MOV_5201,Don,Comedy,2022,1.5,3,0,15,-0.21
USR_4114,MOV_5242,Imaikkaa Nodigal,Thriller,2018,5,22,1,159,0.89
USR_3922,MOV_5022,Classic Love Story,Romance,2026,4,7,0,90,0.29
USR_3146,MOV_5138,Kaaka Muttai,Drama,2015,3.5,11,1,118,0.54
USR_3004,MOV_5247,The investigative report,Thriller,2026,3,4,0,65,-0.49
USR_3431,MOV_5130,Oh My Kadavule,Romance,2020,4.5,17,1,172,0.7
USR_4196,MOV_5134,Por Thozhil,Thriller,2023,1.5,1,0,15,-0.27
USR_3953,MOV_5261,Love Today,Comedy,2022,5,14,1,192,0.81
USR_3388,MOV_5007,Viduthalai Part 1,Thriller,2023,2.5,0,0,36,-0.24
USR_3893,MOV_5061,O Kadhal Kanmani,Romance,2015,5,24,1,182,0.72
USR_3606,MOV_5033,2,Sci-Fi,2018,4.5,13,1,168,0.97
USR_3682,MOV_5026,Classic Love Story,Romance,2026,3.5,8,1,85,0.27
USR_3235,MOV_5044,Joe,Romance,2023,4,6,1,94,0.49
USR_4093,MOV_5268,Dada,Comedy,2023,4,11,0,93,0.49
USR_3228,MOV_5242,Imaikkaa Nodigal,Thriller,2018,4,7,1,105,0.53
USR_3430,MOV_5238,Maanaadu,Sci-Fi,2021,2.5,2,0,39,-0.24
USR_3954,MOV_5155,Fun Unlimited,Comedy,2026,4.5,13,0,177,0.82
USR_3923,MOV_5225,Theri,Action,2016,1.5,4,0,40,0.18
USR_4057,MOV_5161,Good Night,Comedy,2023,5,22,0,196,0.79
USR_3705,MOV_5013,Maanaadu,Sci-Fi,2021,3,3,1,59,-0.45
USR_3118,MOV_5039,Kaaka Muttai,Drama,2015,5,14,1,177,0.89
USR_3104,MOV_5064,Naanum Rowdy Dhaan,Comedy,2015,2.5,2,0,41,-0.42
USR_3427,MOV_5167,Maanaadu,Sci-Fi,2021,4.5,16,1,151,0.74
USR_3809,MOV_5204,Lubber Pandhu,Drama,2024,5,17,1,161,0.86
USR_4074,MOV_5275,Love Today,Comedy,2022,2,2,0,26,-0.23
USR_4099,MOV_5098,Game Over,Thriller,2019,5,22,1,151,0.77
USR_3343,MOV_5253,Love Today,Comedy,2022,2.5,4,0,21,-0.49
USR_3128,MOV_5246,Love Insurance Kompany,Romance,2025,5,22,1,197,0.74
USR_3685,MOV_5001,Fun Unlimited,Comedy,2026,4,9,0,88,0.38
USR_3607,MOV_5040,Comali,Comedy,2019,4.5,21,1,190,0.77
USR_3004,MOV_5017,Oh My Kadavule,Romance,2020,3,2,0,58,0.11
USR_3112,MOV_5028,Doctor,Comedy,2021,5,12,1,138,0.71
USR_3657,MOV_5248,Ayalaan,Sci-Fi,2024,4,7,1,76,0.45
USR_4142,MOV_5021,Asuran,Action,2019,3.5,10,0,124,0.38
USR_3252,MOV_5181,Indru Netru Naalai,Sci-Fi,2015,5,12,1,147,0.9
USR_4119,MOV_5191,Imaikkaa Nodigal,Thriller,2018,2.5,2,0,49,-0.06
USR_3324,MOV_5195,Sita Ramam (Tamil),Romance,2022,3.5,7,1,117,0.47
USR_3139,MOV_5103,Visaranai,Thriller,2015,4,9,0,105,0.41
USR_3263,MOV_5184,Mookuthi Amman,Comedy,2020,1,2,0,30,-0.32
USR_3269,MOV_5244,Raayan,Action,2024,2.5,0,0,33,0.04
USR_3613,MOV_5123,Thiruchitrambalam,Romance,2022,3.5,7,0,92,0.5
USR_3611,MOV_5149,Coolie,Action,2025,5,20,1,185,0.99
USR_4043,MOV_5230,Vada Chennai,Action,2018,2,3,0,63,0.07
USR_3733,MOV_5053,Good Bad Ugly,Action,2025,4,8,1,123,0.26
USR_3837,MOV_5027,Viduthalai Part 1,Thriller,2023,3.5,10,0,76,0.33
USR_4067,MOV_5226,Coolie,Action,2025,5,23,1,194,0.76
USR_3760,MOV_5023,Vedalam,Action,2015,5,24,1,169,0.77
USR_3558,MOV_5060,Maharaja,Action,2024,2.5,0,0,25,-0.46
USR_3479,MOV_5170,Garudan,Drama,2024,3,0,1,49,-0.01
USR_3663,MOV_5002,Hey Sinamika,Romance,2022,2,4,0,45,-0.43
USR_3018,MOV_5273,Dhuruvangal Pathinaaru,Thriller,2016,5,17,1,173,0.89
USR_3960,MOV_5044,Joe,Romance,2023,4,11,0,87,0.44
USR_3055,MOV_5074,Conjuring Kannappan,Comedy,2023,2,2,0,53,0.1
USR_3125,MOV_5270,Siren,Romance,2024,5,24,1,160,0.97
USR_3705,MOV_5229,Kabali,Action,2016,2,4,0,9,0.04
USR_3181,MOV_5028,Doctor,Comedy,2021,2.5,2,0,64,-0.33
USR_3942,MOV_5014,Viduthalai Part 2,Thriller,2025,3,3,1,25,-0.25
USR_3630,MOV_5046,Soorarai Pottru,Drama,2020,1,3,0,38,-0.04
USR_3558,MOV_5160,Garudan,Drama,2024,4,10,1,111,0.43
USR_3451,MOV_5047,Meiyazhagan,Drama,2024,1.5,1,0,35,-0.23
USR_3663,MOV_5011,Fun Unlimited,Comedy,2026,4,10,1,85,0.44
USR_3200,MOV_5072,Comali,Comedy,2019,5,24,1,185,0.73
USR_4156,MOV_5086,Project AI,Sci-Fi,2025,4,10,0,80,0.54
USR_3988,MOV_5125,Hit List,Thriller,2024,4,10,0,122,0.23
USR_3507,MOV_5246,Love Insurance Kompany,Romance,2025,5,12,1,157,0.73
USR_3231,MOV_5094,Sita Ramam (Tamil),Romance,2022,3.5,11,0,114,0.43
USR_3676,MOV_5066,Thani Oruvan,Action,2015,4.5,14,1,170,0.96
USR_3885,MOV_5057,Garudan,Drama,2024,4,9,0,118,0.4
USR_3256,MOV_5275,Love Today,Comedy,2022,4,7,1,93,0.26
USR_3094,MOV_5092,Jai Bhim,Drama,2021,3.5,7,0,101,0.58
USR_4017,MOV_5183,Vaadivaasal,Drama,2025,5,17,1,148,1
USR_3629,MOV_5139,Dhuruvangal Pathinaaru,Thriller,2016,4,6,0,128,0.3
USR_4098,MOV_5223,Chitha,Thriller,2023,5,18,1,176,0.99
USR_3852,MOV_5222,Vikram Vedha,Thriller,2017,1,0,0,12,-0.45
USR_3856,MOV_5037,96,Romance,2018,4.5,24,1,183,0.95
USR_3385,MOV_5008,Kanguva 2,Action,2026,2.5,3,0,37,-0.28
USR_3740,MOV_5243,Star,Romance,2024,5,12,0,195,0.73
USR_3307,MOV_5099,Ayalaan,Sci-Fi,2024,5,15,1,158,0.83
USR_4095,MOV_5103,Visaranai,Thriller,2015,5,14,1,169,0.73
USR_4008,MOV_5144,Ratsasan,Thriller,2018,5,19,1,191,0.88
USR_3487,MOV_5013,Maanaadu,Sci-Fi,2021,4,7,0,75,0.49
USR_3440,MOV_5078,2,Sci-Fi,2018,4,8,1,108,0.33
USR_3687,MOV_5151,Kaithi,Action,2019,2.5,3,0,17,-0.5
USR_3872,MOV_5141,Vetri Maaran Next,Action,2026,4,10,0,110,0.23
USR_3854,MOV_5230,Vada Chennai,Action,2018,3,4,0,18,-0.12
USR_4086,MOV_5011,Fun Unlimited,Comedy,2026,4,11,0,80,0.3
USR_3612,MOV_5113,Oh My Kadavule,Romance,2020,4.5,14,1,162,0.77
USR_3606,MOV_5210,O Kadhal Kanmani,Romance,2015,2.5,0,0,42,0.06
USR_3257,MOV_5167,Maanaadu,Sci-Fi,2021,5,19,1,199,0.95
USR_3010,MOV_5204,Lubber Pandhu,Drama,2024,5,22,1,138,0.92
USR_3521,MOV_5139,Dhuruvangal Pathinaaru,Thriller,2016,2.5,2,0,34,-0.16
USR_3720,MOV_5140,Love Insurance Kompany,Romance,2025,4.5,23,1,178,0.75
